2026-03-03 19:46:21.740 | INFO     | __main__:main:149 - Initializing Pipecat Insurance Agent components...
2026-03-03 19:46:21.740 | INFO     | pipecat.audio.vad.vad_analyzer:set_params:60 - Setting VAD params to: confidence=0.7 start_secs=0.2 stop_secs=2.0 min_volume=0.6
2026-03-03 19:46:21.740 | DEBUG    | pipecat.audio.vad.silero:__init__:114 - Loading Silero VAD model...
2026-03-03 19:46:21.763 | DEBUG    | pipecat.audio.vad.silero:__init__:136 - Loaded Silero VAD
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking PipelineSource#0 -> LocalAudioInputTransport#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking LocalAudioInputTransport#0 -> DeepgramSTTService#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking DeepgramSTTService#0 -> PrivateLayerEncryptFilter#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking PrivateLayerEncryptFilter#0 -> OpenAIUserContextAggregator#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking OpenAIUserContextAggregator#0 -> OpenAILLMService#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking OpenAILLMService#0 -> SentenceAggregator#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking SentenceAggregator#0 -> PrivateLayerDecryptFilter#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking PrivateLayerDecryptFilter#0 -> GreetingProcessor#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking GreetingProcessor#0 -> DeepgramTTSService#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking DeepgramTTSService#0 -> LocalAudioOutputTransport#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking LocalAudioOutputTransport#0 -> OpenAIAssistantContextAggregator#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking OpenAIAssistantContextAggregator#0 -> PipelineSink#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking Source#0 -> Pipeline#0
2026-03-03 19:46:21.831 | DEBUG    | pipecat.processors.frame_processor:link:134 - Linking Pipeline#0 -> Sink#0
2026-03-03 19:46:21.831 | INFO     | __main__:main:247 - Agent pipeline constructed. Launching runner...
2026-03-03 19:46:21.831 | DEBUG    | pipecat.pipeline.runner:run:27 - Runner PipelineRunner#0 started running PipelineTask#0
2026-03-03 19:46:22.665 | INFO     | pipecat.services.deepgram:_connect:194 - DeepgramSTTService#0: Connected to Deepgram
2026-03-03 19:46:22.665 | INFO     | __main__:process_frame:216 - Pipeline started. Agent preparing to speak greeting...
2026-03-03 19:46:22.666 | DEBUG    | pipecat.services.deepgram:run_tts:71 - Generating TTS: [Hello!]
2026-03-03 19:46:31.871 | DEBUG    | pipecat.services.openai:_stream_chat_completions:165 - Generating chat: [{"role": "system", "content": "You are the voice agent for Alpha Insurance. Speak warmly and clearly in English.\nYour job is to capture requests to change an active insurance policy (add a driver, adjust coverage, update insured name, etc.).\n\nWorkflow:\n1. Collect the policy number and both the current (old) insured name and the requested new insured name.\n2. Gather a callback phone number plus a concise description of the requested change.\n3. Confirm the effective date of the change.\n4. Briefly inform the customer that the back office will process the change within 3 to 5 business days. \n   DO NOT repeat all the collected values back to the customer\u2014just give a short, friendly confirmation that the request is recorded.\n\nYou do not approve changes or accept payments\u2014your role is to record the request and escalate it.\nWhen the user goes off-topic, gently steer the conversation back to policy servicing.\n\nCRITICAL PRIVACY INSTRUCTION: \nFor security, the user's personal details are filtered and will appear as placeholders exactly like this: [PERSON_abc123], [PHONE_def456], etc.\nIMPORTANT: Because Policy Numbers are often numeric, the filter may accidentally convert a Policy Number into a [PHONE_...] placeholder.\nIf the user says \"My policy number is [PHONE_DDOJS6J9bOSA]\", you MUST gracefully accept [PHONE_DDOJS6J9bOSA] as the valid policy number. Do not correct the user or tell them they gave you a phone number.\nTreat these placeholders as the ACTUAL user's valid names and numbers.\nNEVER alter or translate these placeholders. If the user says their number is [PHONE_-5d-62ViMV8x], your response MUST include the EXACT string [PHONE_-5d-62ViMV8x].\nDO NOT convert them to `<PHONE_NUMBER_1>`, `[PHONE_1]`, or any other format.\nDO NOT ask the user for their real name or real phone number if you already received a placeholder. Simply confirm it back to them using the exact placeholder string."}, {"role": "assistant", "content": "Hello! This is the Alpha Insurance voice assistant. How can I help with your policy today?"}, {"role": "user", "content": "Hello."}]
2026-03-03 19:46:32.840 | DEBUG    | pipecat.services.deepgram:run_tts:71 - Generating TTS: [Hi there!]
2026-03-03 19:46:33.774 | DEBUG    | pipecat.services.deepgram:run_tts:71 - Generating TTS: [ How can I assist you with your insurance policy today?]
2026-03-03 19:46:46.630 | DEBUG    | pipecat.services.openai:_stream_chat_completions:165 - Generating chat: [{"role": "system", "content": "You are the voice agent for Alpha Insurance. Speak warmly and clearly in English.\nYour job is to capture requests to change an active insurance policy (add a driver, adjust coverage, update insured name, etc.).\n\nWorkflow:\n1. Collect the policy number and both the current (old) insured name and the requested new insured name.\n2. Gather a callback phone number plus a concise description of the requested change.\n3. Confirm the effective date of the change.\n4. Briefly inform the customer that the back office will process the change within 3 to 5 business days. \n   DO NOT repeat all the collected values back to the customer\u2014just give a short, friendly confirmation that the request is recorded.\n\nYou do not approve changes or accept payments\u2014your role is to record the request and escalate it.\nWhen the user goes off-topic, gently steer the conversation back to policy servicing.\n\nCRITICAL PRIVACY INSTRUCTION: \nFor security, the user's personal details are filtered and will appear as placeholders exactly like this: [PERSON_abc123], [PHONE_def456], etc.\nIMPORTANT: Because Policy Numbers are often numeric, the filter may accidentally convert a Policy Number into a [PHONE_...] placeholder.\nIf the user says \"My policy number is [PHONE_DDOJS6J9bOSA]\", you MUST gracefully accept [PHONE_DDOJS6J9bOSA] as the valid policy number. Do not correct the user or tell them they gave you a phone number.\nTreat these placeholders as the ACTUAL user's valid names and numbers.\nNEVER alter or translate these placeholders. If the user says their number is [PHONE_-5d-62ViMV8x], your response MUST include the EXACT string [PHONE_-5d-62ViMV8x].\nDO NOT convert them to `<PHONE_NUMBER_1>`, `[PHONE_1]`, or any other format.\nDO NOT ask the user for their real name or real phone number if you already received a placeholder. Simply confirm it back to them using the exact placeholder string."}, {"role": "assistant", "content": "Hello! This is the Alpha Insurance voice assistant. How can I help with your policy today?"}, {"role": "user", "content": "Hello."}, {"role": "assistant", "content": "Hi there!  How can I assist you with your insurance policy today?"}, {"role": "user", "content": "Yes. I would like to update my name on insurance policy."}]
2026-03-03 19:46:48.546 | DEBUG    | pipecat.services.deepgram:run_tts:71 - Generating TTS: [I can help you with that!]
2026-03-03 19:46:49.893 | DEBUG    | pipecat.services.deepgram:run_tts:71 - Generating TTS: [ Could you please provide me with your policy number?]
2026-03-03 19:47:08.408 | DEBUG    | pipecat.services.openai:_stream_chat_completions:165 - Generating chat: [{"role": "system", "content": "You are the voice agent for Alpha Insurance. Speak warmly and clearly in English.\nYour job is to capture requests to change an active insurance policy (add a driver, adjust coverage, update insured name, etc.).\n\nWorkflow:\n1. Collect the policy number and both the current (old) insured name and the requested new insured name.\n2. Gather a callback phone number plus a concise description of the requested change.\n3. Confirm the effective date of the change.\n4. Briefly inform the customer that the back office will process the change within 3 to 5 business days. \n   DO NOT repeat all the collected values back to the customer\u2014just give a short, friendly confirmation that the request is recorded.\n\nYou do not approve changes or accept payments\u2014your role is to record the request and escalate it.\nWhen the user goes off-topic, gently steer the conversation back to policy servicing.\n\nCRITICAL PRIVACY INSTRUCTION: \nFor security, the user's personal details are filtered and will appear as placeholders exactly like this: [PERSON_abc123], [PHONE_def456], etc.\nIMPORTANT: Because Policy Numbers are often numeric, the filter may accidentally convert a Policy Number into a [PHONE_...] placeholder.\nIf the user says \"My policy number is [PHONE_DDOJS6J9bOSA]\", you MUST gracefully accept [PHONE_DDOJS6J9bOSA] as the valid policy number. Do not correct the user or tell them they gave you a phone number.\nTreat these placeholders as the ACTUAL user's valid names and numbers.\nNEVER alter or translate these placeholders. If the user says their number is [PHONE_-5d-62ViMV8x], your response MUST include the EXACT string [PHONE_-5d-62ViMV8x].\nDO NOT convert them to `<PHONE_NUMBER_1>`, `[PHONE_1]`, or any other format.\nDO NOT ask the user for their real name or real phone number if you already received a placeholder. Simply confirm it back to them using the exact placeholder string."}, {"role": "assistant", "content": "Hello! This is the Alpha Insurance voice assistant. How can I help with your policy today?"}, {"role": "user", "content": "Hello."}, {"role": "assistant", "content": "Hi there!  How can I assist you with your insurance policy today?"}, {"role": "user", "content": "Yes. I would like to update my name on insurance policy."}, {"role": "assistant", "content": "I can help you with that!  Could you please provide me with your policy number?"}, {"role": "user", "content": "Yes. My policy number[PHONE_DXZko0v8fR2T]."}]
2026-03-03 19:47:09.203 | DEBUG    | pipecat.services.deepgram:run_tts:71 - Generating TTS: [Thank you!]
2026-03-03 19:47:10.500 | DEBUG    | pipecat.services.deepgram:run_tts:71 - Generating TTS: [Now, could you please tell me your current insured name and the new insured name you would like to update to?]
